year,month,user_account_id,user_lifetime,user_intake,user_no_outgoing_activity_in_days,user_account_balance_last,user_spendings,user_has_outgoing_calls,user_has_outgoing_sms,user_use_gprs,user_does_reload,reloads_inactive_days,reloads_count,reloads_sum,calls_outgoing_count,calls_outgoing_spendings,calls_outgoing_duration,calls_outgoing_spendings_max,calls_outgoing_duration_max,calls_outgoing_inactive_days,calls_outgoing_to_onnet_count,calls_outgoing_to_onnet_spendings,calls_outgoing_to_onnet_duration,calls_outgoing_to_onnet_inactive_days,calls_outgoing_to_offnet_count,calls_outgoing_to_offnet_spendings,calls_outgoing_to_offnet_duration,calls_outgoing_to_offnet_inactive_days,calls_outgoing_to_abroad_count,calls_outgoing_to_abroad_spendings,calls_outgoing_to_abroad_duration,calls_outgoing_to_abroad_inactive_days,sms_outgoing_count,sms_outgoing_spendings,sms_outgoing_spendings_max,sms_outgoing_inactive_days,sms_outgoing_to_onnet_count,sms_outgoing_to_onnet_spendings,sms_outgoing_to_onnet_inactive_days,sms_outgoing_to_offnet_count,sms_outgoing_to_offnet_spendings,sms_outgoing_to_offnet_inactive_days,sms_outgoing_to_abroad_count,sms_outgoing_to_abroad_spendings,sms_outgoing_to_abroad_inactive_days,sms_incoming_count,sms_incoming_spendings,sms_incoming_from_abroad_count,sms_incoming_from_abroad_spendings,gprs_session_count,gprs_usage,gprs_spendings,gprs_inactive_days,last_100_reloads_count,last_100_reloads_sum,last_100_calls_outgoing_duration,last_100_calls_outgoing_to_onnet_duration,last_100_calls_outgoing_to_offnet_duration,last_100_calls_outgoing_to_abroad_duration,last_100_sms_outgoing_count,last_100_sms_outgoing_to_onnet_count,last_100_sms_outgoing_to_offnet_count,last_100_sms_outgoing_to_abroad_count,last_100_gprs_usage
2013,6,448724,15878,1,6,15.0,0.0,1,1,0,1,6,1,15.0,1,0.0,0.0,0.0,0.0,6,0,0.0,0.0,6,1,0.0,0.0,6,0,0.0,0.0,6,1,0.0,0.0,6,0,0.0,6,0,0.0,6,0,0.0,6,9,0.0,0,0.0,0,0.0,0.0,1276,3,15.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0
2013,6,933665,353,0,14,14.64,0.0,1,0,0,0,1276,0,0.0,1,0.0,0.0,0.0,0.0,14,0,0.0,0.0,14,1,0.0,0.0,14,0,0.0,0.0,14,0,0.0,0.0,87,0,0.0,87,0,0.0,87,0,0.0,87,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,1.6,0.0,1.0,0.0,1,1,0,0,0.0
2013,6,934142,576,0,1,5.87,8.55,1,1,0,1,23,1,6.0,54,7.29,55.67,1.19,7.9,1,0,0.0,0.0,1,29,3.8,25.33,1,0,0.0,0.0,1,21,1.26,0.06,4,0,0.0,4,21,1.26,4,0,0.0,4,7,0.0,0,0.0,0,0.0,0.0,1276,3,20.0,150.9,0.0,79.18,0.0,105,0,105,0,0.0
2013,6,977385,401,0,2,9.49,9.41,1,1,0,1,6,1,12.02,103,6.08,173.23,1.04,17.02,2,0,0.0,0.0,2,99,6.08,171.55,2,0,0.0,0.0,2,55,3.33,1.0,2,18,0.9,2,22,1.32,2,1,0.11,2,32,1.0,2,0.0,0,0.0,0.0,1276,8,39.031,652.52,2.9,628.35,9.05,143,21,54,2,0.0
2013,6,978274,416,0,1,3.22,24.53,1,0,0,1,6,2,24.0,525,24.53,751.63,3.08,20.5,1,0,0.0,0.0,1,443,24.53,718.32,1,0,0.0,0.0,1,0,0.0,0.0,65,0,0.0,65,0,0.0,65,0,0.0,65,5,0.0,0,0.0,0,0.0,0.0,1276,10,66.0,1965.15,0.0,1883.1,0.0,1,1,0,0,0.0
2013,6,981590,15885,0,1276,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,985409,226,0,1,14.05,10.76,1,1,0,1,27,1,24.0,75,10.7,71.25,0.6,4.0,1,0,0.0,0.0,1,49,6.99,46.62,1,0,0.0,0.0,1,1,0.06,0.06,23,0,0.0,23,1,0.06,23,0,0.0,23,8,0.0,0,0.0,0,0.0,0.0,1276,3,48.0,252.97,0.0,127.43,0.0,6,0,5,0,0.0
2013,6,990716,436,0,3,3.86,1.28,1,0,0,0,53,0,0.0,38,1.28,12.9,0.66,4.38,3,0,0.0,0.0,3,23,0.15,1.0,3,0,0.0,0.0,3,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,1,0.0,0,0.0,0,0.0,0.0,1276,1,4.0,56.2,0.0,14.1,0.0,0,0,0,0,0.0
2013,6,1036713,295,0,1,10.95,3.8,1,1,0,0,1276,0,0.0,14,0.68,8.07,0.38,2.55,1,0,0.0,0.0,1,1,0.15,1.0,1,0,0.0,0.0,1,52,3.12,0.06,1,0,0.0,1,52,3.12,1,0,0.0,1,20,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,75.95,0.0,54.68,0.0,79,0,79,0,0.0
2013,6,1104301,71,0,6,12.55,0.0,1,0,0,0,71,0,0.0,8,0.0,0.0,0.0,0.0,6,0,0.0,0.0,6,0,0.0,0.0,6,0,0.0,0.0,6,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,3,15.0,7.72,0.0,2.0,0.0,0,0,0,0,0.0
2013,6,21228,628,0,1,16.89,4.61,1,1,0,1,16,1,1.5,23,2.81,18.82,0.62,4.1,2,0,0.0,0.0,2,14,1.93,12.85,2,0,0.0,0.0,2,30,1.8,0.06,1,15,0.9,1,15,0.9,1,0,0.0,1,4,0.0,0,0.0,0,0.0,0.0,1276,5,45.5,66.6,0.0,43.53,0.0,63,13,48,0,0.0
2013,6,27932,1017,0,1,24.52,1.35,1,0,0,1,17,1,24.02,37,1.35,10.27,0.15,1.02,1,0,0.0,0.0,1,9,1.2,8.0,1,0,0.0,0.0,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,12,0.0,0,0.0,0,0.0,0.0,1276,3,24.015,91.72,0.0,88.45,0.0,0,0,0,0,0.0
2013,6,33773,15885,0,1276,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,284610,1497,0,5,6.8,0.0,1,0,0,0,1276,0,0.0,6,0.0,1.23,0.0,0.77,5,0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,3.98,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,319911,1320,0,23,0.02,0.0,1,0,0,0,1276,0,0.0,3,0.0,0.0,0.0,0.0,23,0,0.0,0.0,23,0,0.0,0.0,23,0,0.0,0.0,23,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,375387,1161,0,2,9.86,7.62,1,1,0,0,46,0,0.0,24,7.5,50.37,2.04,13.57,2,0,0.0,0.0,2,17,6.42,42.8,2,0,0.0,0.0,2,2,0.12,0.06,7,0,0.0,7,2,0.12,7,0,0.0,7,3,0.0,0,0.0,0,0.0,0.0,1276,1,20.0,143.23,0.0,82.5,0.0,6,0,6,0,0.0
2013,6,421715,553,0,1,5.41,7.79,1,1,0,0,1276,0,0.0,14,0.49,5.8,0.19,1.25,2,0,0.0,0.0,2,5,0.49,3.25,2,0,0.0,0.0,2,86,7.3,2.0,1,13,0.78,1,68,4.08,1,4,0.44,1,17,0.0,4,0.0,0,0.0,0.0,1276,0,0.0,45.02,0.0,31.63,0.0,215,18,192,4,0.0
2013,6,434467,657,0,1,3.88,7.3,1,1,0,1,10,1,6.0,78,6.64,71.97,1.18,11.13,2,0,0.0,0.0,2,43,6.26,41.72,2,0,0.0,0.0,2,40,0.66,0.06,1,0,0.0,1,11,0.66,1,0,0.0,1,9,0.0,0,0.0,0,0.0,0.0,1276,6,24.01,203.98,0.0,163.25,0.0,105,1,28,0,0.0
2013,6,441044,626,0,1,51.34,8.18,1,1,0,1,9,1,48.03,59,6.77,49.47,0.67,4.45,1,0,0.0,0.0,1,39,6.47,43.12,1,0,0.0,0.0,1,22,1.41,0.15,3,0,0.0,3,21,1.26,3,0,0.0,3,22,0.0,0,0.0,0,0.0,0.0,1276,7,84.03,226.72,0.0,206.5,0.0,86,0,85,0,0.0
2013,6,443971,641,0,24,22.03,0.62,1,1,0,0,79,0,0.0,2,0.56,3.7,0.56,3.7,27,0,0.0,0.0,27,2,0.56,3.7,27,0,0.0,0.0,27,1,0.06,0.06,24,0,0.0,24,1,0.06,24,0,0.0,24,8,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,117.25,0.0,85.8,0.0,107,0,103,0,0.0
2013,6,447438,405,0,20,0.0,0.0,1,0,0,0,75,0,0.0,1,0.0,0.0,0.0,0.0,20,0,0.0,0.0,20,0,0.0,0.0,20,0,0.0,0.0,20,0,0.0,0.0,67,0,0.0,67,0,0.0,67,0,0.0,67,0,0.0,0,0.0,0,0.0,0.0,73,1,12.0,12.03,0.0,7.55,0.0,18,0,11,0,186.6
2013,6,933426,214,0,18,0.03,0.0,1,0,0,0,1276,0,0.0,3,0.0,0.05,0.0,0.05,18,0,0.0,0.0,18,0,0.0,0.0,18,0,0.0,0.0,18,0,0.0,0.0,76,0,0.0,76,0,0.0,76,0,0.0,76,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.05,0.0,0.0,0.0,22,0,18,0,0.0
2013,6,934005,486,0,2,6.44,3.85,0,1,1,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,1,0.0,0.0,24,0,0.0,24,0,0.0,24,0,0.0,24,1,0.0,0,0.0,290,88.51,3.85,2,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,181.7
2013,6,943028,163,0,6,0.71,3.33,1,1,0,1,21,1,4.0,30,2.07,17.32,0.34,2.25,6,0,0.0,0.0,6,9,0.94,6.27,6,0,0.0,0.0,6,21,1.26,0.06,7,0,0.0,7,21,1.26,7,0,0.0,7,6,0.0,0,0.0,0,0.0,0.0,1276,2,16.0,102.73,0.0,35.38,0.0,100,0,100,0,0.0
2013,6,950372,15885,0,1276,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,981609,412,0,1,2.31,13.83,1,1,0,1,4,2,11.0,161,12.21,138.83,0.88,5.83,1,0,0.0,0.0,1,112,9.89,96.92,1,0,0.0,0.0,1,29,1.62,0.06,1,3,0.18,1,24,1.44,1,0,0.0,1,21,0.0,0,0.0,0,0.0,0.0,1276,6,39.0,330.28,0.0,252.37,3.0,95,25,64,2,0.0
2013,6,988828,439,0,4,0.02,10.0,1,1,1,1,27,1,4.0,32,0.65,5.02,0.2,1.33,4,0,0.0,0.0,4,6,0.65,4.33,4,0,0.0,0.0,4,84,4.55,0.11,25,11,0.66,25,71,3.78,25,0,0.0,25,4,0.0,0,0.0,44,17.86,4.8,25,11,44.0,55.08,1.82,37.77,2.0,622,102,503,1,17.86
2013,6,1103214,137,0,1,0.04,10.33,1,1,0,1,16,1,1.5,52,0.91,17.05,0.42,2.8,1,0,0.0,0.0,1,4,0.57,3.8,1,0,0.0,0.0,1,159,9.42,0.06,1,11,0.66,1,148,8.76,1,0,0.0,1,12,0.0,0,0.0,0,0.0,0.0,41,3,17.5,42.47,0.0,7.83,0.0,381,41,335,0,1.76
2013,6,1121686,110,0,27,9.03,0.0,1,0,0,0,1276,0,0.0,1,0.0,0.0,0.0,0.0,27,0,0.0,0.0,27,0,0.0,0.0,27,0,0.0,0.0,27,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,4.02,0.0,4.02,0.0,0,0,0,0,0.0
2013,6,1126648,64,0,2,10.59,2.07,1,1,0,0,57,0,0.0,16,0.45,3.18,0.15,1.0,2,0,0.0,0.0,2,15,0.45,3.0,2,0,0.0,0.0,2,27,1.62,0.06,2,0,0.0,2,24,1.44,2,0,0.0,2,3,0.0,0,0.0,0,0.0,0.0,1276,3,15.0,16.83,0.0,7.78,0.0,60,0,51,0,0.0
2013,6,1129331,15885,0,1276,0.0,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,1166188,12,1,1,8.39,3.61,1,0,0,1,12,1,12.0,34,3.61,22.0,1.22,3.5,1,4,2.19,6.28,1,2,0.15,1.0,1,14,3.02,8.67,1,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,1,0.0,1,0.0,0,0.0,0.0,1276,2,12.0,21.85,6.28,1.0,8.67,0,0,0,0,0.0
2013,6,29949,1010,0,1,10.55,4.52,1,1,0,1,4,2,12.01,75,3.68,49.17,0.36,5.05,1,0,0.0,0.0,1,44,2.76,35.25,1,0,0.0,0.0,1,14,0.84,0.06,2,2,0.12,2,12,0.72,2,0,0.0,2,29,0.0,0,0.0,0,0.0,0.0,1276,2,12.006,196.72,0.0,110.12,0.0,74,14,60,0,0.0
2013,6,47238,1077,0,1,1.29,8.16,1,1,0,1,16,1,1.5,26,0.6,8.1,0.15,1.0,1,0,0.0,0.0,1,10,0.6,4.0,1,0,0.0,0.0,1,126,7.56,0.06,1,0,0.0,1,126,7.56,1,0,0.0,1,8,0.0,1,0.0,0,0.0,0.0,1276,1,6.5,25.1,0.5,11.0,2.08,446,4,424,16,0.0
2013,6,54201,1986,0,1,5.12,11.66,1,1,0,1,2,3,13.0,91,9.98,81.15,1.01,6.75,1,0,0.0,0.0,1,46,9.83,65.55,1,0,0.0,0.0,1,28,1.68,0.06,7,0,0.0,7,28,1.68,7,0,0.0,7,11,0.0,0,0.0,0,0.0,0.0,1276,10,43.0,234.08,0.0,177.25,0.0,135,1,133,0,0.0
2013,6,98116,1986,0,2,4.01,48.58,1,0,0,1,2,5,48.0,145,48.58,209.27,4.0,10.08,2,0,0.0,0.0,2,48,9.43,62.85,2,0,0.0,0.0,2,0,0.0,0.0,48,0,0.0,48,0,0.0,48,0,0.0,48,5,0.0,0,0.0,0,0.0,0.0,1276,10,152.06,738.02,1.0,256.82,1.0,3,1,2,0,0.0
2013,6,118893,1986,0,1,15.13,12.1,1,1,0,0,50,0,0.0,19,4.69,31.28,1.24,8.27,1,0,0.0,0.0,1,17,4.03,26.85,1,0,0.0,0.0,1,124,7.41,0.15,1,0,0.0,1,121,7.26,1,0,0.0,1,6,1.3,0,0.0,0,0.0,0.0,1276,1,36.0,92.85,0.0,76.43,1.63,400,0,384,7,0.0
2013,6,223203,1753,0,3,14.57,6.76,1,0,0,1,16,1,12.0,54,6.76,47.8,0.93,6.22,3,0,0.0,0.0,3,24,2.71,18.08,3,0,0.0,0.0,3,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,3,0.0,0,0.0,0,0.0,0.0,1276,2,24.0,161.5,0.0,81.27,0.0,0,0,0,0,0.0
2013,6,307216,1344,0,2,4.81,0.78,1,1,0,0,49,0,0.0,3,0.0,0.0,0.0,0.0,3,0,0.0,0.0,3,2,0.0,0.0,3,0,0.0,0.0,3,13,0.78,0.06,2,0,0.0,2,13,0.78,2,0,0.0,2,3,0.0,0,0.0,0,0.0,0.0,1276,1,6.0,10.63,0.0,8.18,0.0,52,11,39,0,0.0
2013,6,324121,1428,0,5,24.58,0.68,1,0,0,1,25,1,24.02,23,0.68,5.62,0.38,2.55,5,0,0.0,0.0,5,3,0.68,4.55,5,0,0.0,0.0,5,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,6,0.0,0,0.0,0,0.0,0.0,1276,3,24.015,126.47,0.0,124.67,0.0,0,0,0,0,0.0
2013,6,329287,1452,0,2,42.02,43.88,1,1,0,1,29,1,72.0,104,43.82,315.87,3.77,39.27,2,5,1.38,3.95,2,78,31.9,212.65,2,14,8.54,78.57,2,1,0.06,0.06,6,1,0.06,6,0,0.0,6,0,0.0,6,17,0.0,3,0.0,0,0.0,0.0,58,5,108.0,695.15,3.95,515.08,78.57,25,8,14,0,0.41
2013,6,333417,1418,0,1,1.39,22.65,1,1,1,1,8,2,19.7,61,21.45,152.57,9.0,60.0,2,0,0.0,0.0,2,31,19.56,130.4,2,0,0.0,0.0,2,22,1.2,0.06,1,0,0.0,1,20,1.2,1,0,0.0,1,20,0.0,0,0.0,46,15.73,0.0,14,6,36.2,287.4,0.0,216.75,0.0,36,0,33,0,54.32
2013,6,347766,1377,0,1,0.33,6.42,1,1,1,1,9,1,4.0,90,3.97,44.48,0.54,3.6,1,0,0.0,0.0,1,48,3.21,31.37,1,0,0.0,0.0,1,9,0.3,0.06,3,6,0.12,3,3,0.18,3,0,0.0,3,31,0.0,0,0.0,25,9.98,2.15,5,4,16.0,143.07,0.57,108.2,2.32,15,8,6,1,33.17
2013,6,351553,1382,0,1,4.05,10.35,1,1,0,1,13,1,12.0,23,8.25,56.5,2.07,13.82,1,0,0.0,0.0,1,19,6.03,40.17,1,0,0.0,0.0,1,36,2.1,0.06,1,9,0.54,1,26,1.56,1,0,0.0,1,19,0.0,2,0.0,0,0.0,0.0,1276,3,36.0,150.62,0.0,85.25,0.0,156,53,84,0,0.0
2013,6,397113,601,0,1,0.02,7.53,1,1,0,1,25,1,4.0,88,6.57,42.27,0.25,1.65,1,4,0.7,2.0,1,47,5.72,38.15,1,10,0.85,3.57,1,25,0.96,0.06,14,0,0.0,14,25,0.96,14,0,0.0,14,18,0.0,1,0.0,0,0.0,0.0,1276,3,12.0,62.32,2.0,56.4,4.33,54,0,54,0,0.0
2013,6,424280,673,0,2,7.28,0.0,1,0,0,0,1276,0,0.0,6,0.0,0.4,0.0,0.4,2,0,0.0,0.0,2,0,0.0,0.0,2,0,0.0,0.0,2,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,0.4,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,447851,407,0,4,32.07,0.9,1,0,0,0,1276,0,0.0,13,0.9,6.0,0.15,1.0,4,0,0.0,0.0,4,8,0.9,6.0,4,0,0.0,0.0,4,0,0.0,0.0,50,0,0.0,50,0,0.0,50,0,0.0,50,4,0.0,1,0.0,0,0.0,0.0,1276,0,0.0,34.15,0.0,33.0,0.0,1,0,0,1,0.0
2013,6,992110,323,0,30,4.63,0.0,0,0,0,0,1276,0,0.0,0,0.0,0.0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,2.52,0.0,0.0,0.0,0,0,0,0,0.0
2013,6,1033528,257,0,5,0.02,0.0,1,0,0,0,80,0,0.0,12,0.0,0.08,0.0,0.08,5,0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,5,0,0.0,0.0,69,0,0.0,69,0,0.0,69,0,0.0,69,8,0.0,0,0.0,0,0.0,0.0,64,1,4.0,18.88,0.0,11.05,0.0,5,0,4,0,18.87
2013,6,1100182,283,0,1,3.5,5.19,1,1,0,1,27,1,4.0,17,0.45,4.57,0.15,1.07,4,0,0.0,0.0,4,8,0.45,3.0,4,0,0.0,0.0,4,81,4.74,0.06,1,3,0.18,1,68,4.08,1,0,0.0,1,6,0.0,0,0.0,0,0.0,0.0,1276,2,10.0,12.12,0.0,12.12,0.0,163,3,149,0,0.0
2013,6,1105479,195,0,2,28.79,2.08,1,1,0,1,19,1,1.5,4,1.54,16.35,0.96,9.98,4,0,0.0,0.0,4,0,0.0,0.0,4,0,0.0,0.0,4,10,0.54,0.06,2,0,0.0,2,9,0.54,2,0,0.0,2,5,0.0,0,0.0,0,0.0,0.0,1276,1,1.5,165.3,0.0,1.0,0.0,56,0,52,0,0.0
2013,6,1126022,174,0,2,5.39,0.2,1,0,0,0,1276,0,0.0,1,0.2,1.32,0.2,1.32,2,0,0.0,0.0,2,1,0.2,1.32,2,0,0.0,0.0,2,0,0.0,0.0,87,0,0.0,87,0,0.0,87,0,0.0,87,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,8.23,0.0,6.23,0.0,5,0,1,0,0.0
2013,6,1126444,64,0,1,18.2,5.16,1,1,0,1,16,1,1.5,67,4.62,30.12,0.48,3.17,1,1,0.18,0.5,1,50,4.44,29.62,1,1,0.18,0.5,1,9,0.54,0.06,1,9,0.54,1,0,0.0,1,0,0.0,1,10,0.0,1,0.0,0,0.0,0.0,1276,6,48.5,188.93,4.08,175.95,11.42,30,24,0,3,0.0
2013,6,1167205,3,1,2,14.49,0.51,1,1,0,1,3,1,15.0,3,0.45,3.0,0.15,1.0,2,0,0.0,0.0,2,3,0.45,3.0,2,0,0.0,0.0,2,1,0.06,0.06,3,0,0.0,3,1,0.06,3,0,0.0,3,0,0.0,0,0.0,0,0.0,0.0,1276,2,15.0,3.0,0.0,3.0,0.0,1,0,1,0,0.0
2013,6,647,890,0,1,5.66,8.12,1,1,0,1,16,1,1.5,91,6.56,98.5,0.96,12.0,1,0,0.0,0.0,1,18,4.51,30.07,1,0,0.0,0.0,1,36,1.56,0.06,1,12,0.72,1,14,0.84,1,0,0.0,1,35,0.0,0,0.0,0,0.0,0.0,1276,4,25.505,259.17,0.0,101.6,0.47,66,24,30,0,0.0
2013,6,12000,708,0,6,4.23,4.61,1,1,0,1,27,1,5.0,20,2.95,21.28,0.65,5.9,6,1,0.65,1.87,6,8,1.2,8.0,6,7,1.75,13.28,6,21,1.66,0.11,7,0,0.0,7,13,0.78,7,8,0.88,7,13,0.0,13,0.0,0,0.0,0.0,1276,4,25.0,119.32,4.73,71.68,16.27,92,0,78,12,0.0
2013,6,33774,967,0,1,11.95,20.88,1,1,0,1,1,3,24.0,104,19.74,133.9,1.67,11.15,1,0,0.0,0.0,1,77,19.29,128.57,1,0,0.0,0.0,1,23,1.14,0.06,3,0,0.0,3,19,1.14,3,0,0.0,3,15,0.0,2,0.0,0,0.0,0.0,1276,6,66.0,209.18,0.0,200.87,0.0,98,2,50,35,0.0
2013,6,77359,1974,0,1,12.32,1.8,1,1,0,1,8,1,12.0,13,1.8,10.0,0.18,1.0,1,0,0.0,0.0,1,10,1.8,10.0,1,0,0.0,0.0,1,2,0.0,0.0,8,0,0.0,8,0,0.0,8,0,0.0,8,12,0.0,0,0.0,0,0.0,0.0,1276,1,12.0,54.67,0.0,51.95,0.0,2,0,0,0,0.0
2013,6,237973,1578,0,1,3.21,3.58,1,1,0,1,6,2,5.5,24,2.47,22.17,1.4,9.3,1,0,0.0,0.0,1,10,2.47,16.43,1,0,0.0,0.0,1,9,1.11,0.15,2,1,0.06,2,0,0.0,2,0,0.0,2,17,1.3,0,0.0,0,0.0,0.0,1276,5,17.505,92.7,0.0,28.68,0.0,12,2,0,0,0.0
2013,6,297558,1719,0,2,19.63,10.31,1,0,0,1,9,2,13.5,37,10.31,84.58,1.78,11.85,2,0,0.0,0.0,2,3,0.16,1.07,2,0,0.0,0.0,2,0,0.0,0.0,72,0,0.0,72,0,0.0,72,0,0.0,72,12,0.0,1,0.0,0,0.0,0.0,89,2,13.5,143.03,0.0,5.42,0.0,1,0,1,0,0.69
2013,6,303276,1588,0,1,12.25,16.37,1,1,0,0,1276,0,0.0,78,14.21,120.12,4.21,28.08,1,0,0.0,0.0,1,30,6.2,57.87,1,0,0.0,0.0,1,36,2.16,0.06,1,8,0.48,1,28,1.68,1,0,0.0,1,15,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,127.85,0.0,57.87,0.0,41,10,31,0,0.0
2013,6,306825,1507,0,4,4.12,0.92,1,1,0,0,1276,0,0.0,6,0.5,12.93,0.2,4.8,4,0,0.0,0.0,4,3,0.5,3.33,4,0,0.0,0.0,4,7,0.42,0.06,11,0,0.0,11,7,0.42,11,0,0.0,11,4,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,48.13,0.0,26.42,8.08,21,0,20,1,0.0
2013,6,323347,1416,0,24,0.0,0.0,1,0,0,0,1276,0,0.0,2,0.0,0.3,0.0,0.25,24,0,0.0,0.0,24,0,0.0,0.0,24,0,0.0,0.0,24,0,0.0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,1276,0,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,36.68,0.0,31.37,0.0,0,0,0,0,0.0
2013,6,351248,1399,0,2,9.98,3.36,1,1,0,1,10,1,12.0,20,0.9,12.72,0.55,3.68,3,0,0.0,0.0,3,10,0.9,10.68,3,0,0.0,0.0,3,41,2.46,0.06,2,13,0.78,2,28,1.68,2,0,0.0,2,9,0.0,0,0.0,0,0.0,0.0,1276,1,12.0,20.12,0.0,15.68,0.0,105,33,71,0,0.0
2013,6,437396,390,0,1,6.05,7.96,1,1,0,1,1,3,14.0,80,2.8,27.75,0.47,3.1,1,0,0.0,0.0,1,57,2.8,18.67,1,0,0.0,0.0,1,87,5.16,0.06,1,0,0.0,1,86,5.16,1,0,0.0,1,9,0.0,0,0.0,0,0.0,0.0,1276,4,18.0,47.32,0.0,34.2,0.0,119,0,117,0,0.0
2013,6,438492,600,0,3,27.39,1.75,1,1,0,0,1276,0,0.0,16,1.21,11.65,0.61,4.03,4,0,0.0,0.0,4,6,1.06,7.03,4,0,0.0,0.0,4,9,0.54,0.06,3,4,0.24,3,5,0.3,3,0,0.0,3,2,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,19.63,0.95,12.52,1.52,18,9,9,0,0.0
2013,6,448487,642,0,1,1.91,9.59,1,1,0,1,3,2,5.5,80,5.93,47.97,0.74,4.93,1,0,0.0,0.0,1,52,5.76,44.45,1,0,0.0,0.0,1,65,3.66,0.06,2,4,0.24,2,60,3.42,2,0,0.0,2,7,0.0,0,0.0,0,0.0,0.0,1276,6,23.5,136.78,0.0,111.22,0.0,150,5,139,0,0.0
2013,6,452187,664,0,1,0.06,0.0,1,0,0,0,1276,0,0.0,10,0.0,10.3,0.0,3.15,1,0,0.0,0.0,1,7,0.0,10.3,1,0,0.0,0.0,1,0,0.0,0.0,79,0,0.0,79,0,0.0,79,0,0.0,79,3,0.0,0,0.0,0,0.0,0.0,1276,0,0.0,49.07,0.0,46.4,0.0,2,1,1,0,0.0
